Unnamed: 0,name,album,release_date,track_number,id,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,times_performed_eras
262,dress,reputation,2017-11-10,12,6oVxXO5oQ4pTpO8RSnkzvv,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.719,0.469,0.0,0.169,-8.792,0.0533,120.085,0.0851,81,230373,1
263,this is why we can't have nice things,reputation,2017-11-10,13,07NxDD1iKCHbAldceD7QLP,spotify:track:07NxDD1iKCHbAldceD7QLP,0.0156,0.567,0.789,0.0,0.382,-5.986,0.115,163.96,0.438,77,207133,1
264,call it what you want,reputation,2017-11-10,14,1GwMQaZz6Au3QLDbjbMdme,spotify:track:1GwMQaZz6Au3QLDbjbMdme,0.186,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,80,203506,1
265,new year’s day,reputation,2017-11-10,15,7F5oktn5YOsR9eR5YsFtqb,spotify:track:7F5oktn5YOsR9eR5YsFtqb,0.921,0.661,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,75,235466,0
266,all too well,reputation Stadium Tour Surprise Song Playlist,2017-11-09,1,00vJzaoxM3Eja1doBUhX0P,spotify:track:00vJzaoxM3Eja1doBUhX0P,0.0448,0.602,0.605,0.000334,0.128,-7.803,0.0244,93.061,0.316,41,329160,57
267,wildest dreams,reputation Stadium Tour Surprise Song Playlist,2017-11-09,2,22C0JIVhFaczZ4t9heqREN,spotify:track:22C0JIVhFaczZ4t9heqREN,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,45,220440,57
268,the best day,reputation Stadium Tour Surprise Song Playlist,2017-11-09,3,7APTsjmZbj7TFXQJAiRti4,spotify:track:7APTsjmZbj7TFXQJAiRti4,0.639,0.669,0.448,4.06e-06,0.158,-8.566,0.0285,126.068,0.383,35,246306,1
269,red,reputation Stadium Tour Surprise Song Playlist,2017-11-09,4,4V9NuhKQcUFt4cgbynHV79,spotify:track:4V9NuhKQcUFt4cgbynHV79,0.0779,0.605,0.899,0.000125,0.0911,-4.273,0.0423,124.985,0.647,39,223093,4
270,holy ground,reputation Stadium Tour Surprise Song Playlist,2017-11-09,5,4hCZk6WJBFQeG3P7WsyntI,spotify:track:4hCZk6WJBFQeG3P7WsyntI,0.0162,0.627,0.816,0.00208,0.0965,-6.698,0.0774,157.043,0.648,35,202960,1
271,teardrops on my guitar - radio single remix,reputation Stadium Tour Surprise Song Playlist,2017-11-09,6,7eGeUVeCEvEQrivmjl9Qn3,spotify:track:7eGeUVeCEvEQrivmjl9Qn3,0.313,0.626,0.427,0.0,0.138,-6.993,0.0234,99.959,0.263,38,204706,0
272,our song,reputation Stadium Tour Surprise Song Playlist,2017-11-09,7,7qGr3rjRhndRIpFUA5f2HJ,spotify:track:7qGr3rjRhndRIpFUA5f2HJ,0.114,0.545,0.663,0.0,0.321,-5.05,0.0363,178.013,0.565,42,203440,2
273,22,reputation Stadium Tour Surprise Song Playlist,2017-11-09,8,2P5gfMtCcKP0CkmgqFMyPg,spotify:track:2P5gfMtCcKP0CkmgqFMyPg,0.00254,0.66,0.733,0.00146,0.0473,-6.564,0.0379,104.009,0.68,41,232120,57
274,i knew you were trouble.,reputation Stadium Tour Surprise Song Playlist,2017-11-09,9,2o2IVjuqRkR9hJxtPjtAP0,spotify:track:2o2IVjuqRkR9hJxtPjtAP0,0.00476,0.536,0.464,2.67e-06,0.0357,-6.761,0.0412,77.318,0.665,42,219720,0
275,i don’t wanna live forever (fifty shades darker),reputation Stadium Tour Surprise Song Playlist,2017-11-09,10,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,0.0586,0.731,0.445,1.96e-05,0.14,-8.418,0.0533,117.97,0.106,82,247160,0
276,mean,reputation Stadium Tour Surprise Song Playlist,2017-11-09,11,5rcHBt2aNcGFWW0jaAUe1L,spotify:track:5rcHBt2aNcGFWW0jaAUe1L,0.451,0.576,0.754,0.0,0.223,-3.982,0.0428,163.886,0.79,38,238693,1
277,how you get the girl,reputation Stadium Tour Surprise Song Playlist,2017-11-09,12,3aSYZ4upQ6OSNos26YeVWL,spotify:track:3aSYZ4upQ6OSNos26YeVWL,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,0.545,39,247533,1
279,fifteen,reputation Stadium Tour Surprise Song Playlist,2017-11-09,14,0H2UD0LfSCiRr59YMGlCuS,spotify:track:0H2UD0LfSCiRr59YMGlCuS,0.0717,0.55,0.628,0.0,0.138,-4.437,0.0269,95.122,0.211,35,295320,1
280,mine,reputation Stadium Tour Surprise Song Playlist,2017-11-09,15,6FmJKLpyCt42nP2IOVEVc2,spotify:track:6FmJKLpyCt42nP2IOVEVc2,0.00302,0.621,0.779,3.22e-06,0.187,-2.943,0.0301,121.034,0.67,39,231866,1
281,sparks fly,reputation Stadium Tour Surprise Song Playlist,2017-11-09,16,5h2sBwpUSAndjObfU3ti2r,spotify:track:5h2sBwpUSAndjObfU3ti2r,0.041,0.61,0.782,0.0,0.16,-2.98,0.0309,114.977,0.399,37,262920,1
282,state of grace,reputation Stadium Tour Surprise Song Playlist,2017-11-09,17,0YRGTdfmJPALpglAaraYUr,spotify:track:0YRGTdfmJPALpglAaraYUr,0.000184,0.591,0.828,0.00113,0.0879,-5.895,0.0333,129.962,0.383,34,295720,1
283,haunted,reputation Stadium Tour Surprise Song Playlist,2017-11-09,18,6CB7DczrX9ZJB9Wkjegmaq,spotify:track:6CB7DczrX9ZJB9Wkjegmaq,0.0648,0.431,0.949,0.0,0.0612,-2.622,0.0605,162.012,0.37,37,245413,1
284,never grow up,reputation Stadium Tour Surprise Song Playlist,2017-11-09,19,1UPDfqsVIZLEiZeMuUsni2,spotify:track:1UPDfqsVIZLEiZeMuUsni2,0.824,0.714,0.309,0.0,0.136,-8.828,0.0302,124.894,0.545,35,292920,1
285,treacherous,reputation Stadium Tour Surprise Song Playlist,2017-11-09,20,0r3U7SOcoj4DIEyN44Lt5z,spotify:track:0r3U7SOcoj4DIEyN44Lt5z,0.101,0.704,0.621,4.3e-06,0.14,-8.086,0.0334,109.995,0.395,33,242760,1
286,babe,reputation Stadium Tour Surprise Song Playlist,2017-11-09,21,40PXEOFLJc7UIpLMrhSfW1,spotify:track:40PXEOFLJc7UIpLMrhSfW1,0.0221,0.577,0.784,0.0,0.125,-3.266,0.101,171.791,0.643,34,215106,0
287,welcome to new york,reputation Stadium Tour Surprise Song Playlist,2017-11-09,22,3YLA3NgzFRRa7LiHMtFPby,spotify:track:3YLA3NgzFRRa7LiHMtFPby,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.658,39,212600,1
288,fearless,reputation Stadium Tour Surprise Song Playlist,2017-11-09,23,43sE2O3skbGBpT2tO6fzv9,spotify:track:43sE2O3skbGBpT2tO6fzv9,0.0377,0.603,0.718,0.0,0.307,-4.401,0.0272,100.163,0.429,36,242973,57
289,enchanted,reputation Stadium Tour Surprise Song Playlist,2017-11-09,24,5lg33MHs1BoUtJVClw8ZpI,spotify:track:5lg33MHs1BoUtJVClw8ZpI,0.0717,0.535,0.626,0.00127,0.158,-3.895,0.0274,81.963,0.218,48,353253,57
290,change,reputation Stadium Tour Surprise Song Playlist,2017-11-09,25,5PSOWHll3h3Vy226xSJk0M,spotify:track:5PSOWHll3h3Vy226xSJk0M,0.00418,0.543,0.763,0.0,0.111,-4.206,0.0376,96.006,0.234,32,281053,0
291,ours,reputation Stadium Tour Surprise Song Playlist,2017-11-09,26,0V3SNHDka1JSCP71HAzpxw,spotify:track:0V3SNHDka1JSCP71HAzpxw,0.469,0.61,0.56,0.0,0.087,-7.392,0.0279,159.837,0.228,37,239346,1
292,out of the woods,reputation Stadium Tour Surprise Song Playlist,2017-11-09,27,0GmfiNHSgkKamYgQEMYOH3,spotify:track:0GmfiNHSgkKamYgQEMYOH3,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,41,235800,1
293,come back...be here,reputation Stadium Tour Surprise Song Playlist,2017-11-09,28,5hiqtrACtMJkNpaNHj0n9Z,spotify:track:5hiqtrACtMJkNpaNHj0n9Z,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,34,223920,0
294,a place in this world,reputation Stadium Tour Surprise Song Playlist,2017-11-09,29,2RSYYe7LhKFxIi50T5XtUo,spotify:track:2RSYYe7LhKFxIi50T5XtUo,0.0577,0.573,0.767,0.0,0.327,-2.929,0.0323,114.984,0.438,33,202080,1
295,this love,reputation Stadium Tour Surprise Song Playlist,2017-11-09,30,64KRxmbqypPBlya4nxFmDn,spotify:track:64KRxmbqypPBlya4nxFmDn,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,34,250093,1
296,the lucky one,reputation Stadium Tour Surprise Song Playlist,2017-11-09,31,24ksPWXKg1k7OOG57pufED,spotify:track:24ksPWXKg1k7OOG57pufED,0.0352,0.706,0.505,0.0,0.13,-7.639,0.0358,117.935,0.561,33,240266,1
297,invisible,reputation Stadium Tour Surprise Song Playlist,2017-11-09,32,0kqC185OTcnuhbz4T7g5RB,spotify:track:0kqC185OTcnuhbz4T7g5RB,0.56,0.609,0.383,0.0,0.165,-5.732,0.0243,96.005,0.224,33,205853,1
298,breathe,reputation Stadium Tour Surprise Song Playlist,2017-11-09,33,3oxgFdIlxFEDEJqn7k5TVN,spotify:track:3oxgFdIlxFEDEJqn7k5TVN,0.416,0.442,0.48,0.0,0.129,-7.405,0.0281,73.849,0.167,36,264946,1
299,better man,reputation Stadium Tour Surprise Song Playlist,2017-11-09,34,3EXetjrGgwIjDRNn6YA8sa,spotify:track:3EXetjrGgwIjDRNn6YA8sa,0.123,0.502,0.843,0.0,0.0974,-3.648,0.0378,143.944,0.507,37,263613,1
300,jump then fall,reputation Stadium Tour Surprise Song Playlist,2017-11-09,35,5zytSTR2g0I9psX2Z12ex6,spotify:track:5zytSTR2g0I9psX2Z12ex6,0.113,0.617,0.699,0.0,0.074,-5.712,0.0274,80.007,0.818,32,238093,1
301,begin again,reputation Stadium Tour Surprise Song Playlist,2017-11-09,36,2G679wnKfyhUOeNx910OXg,spotify:track:2G679wnKfyhUOeNx910OXg,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,0.323,33,239426,1
302,tied together with a smile,reputation Stadium Tour Surprise Song Playlist,2017-11-09,37,4qNEi8zGIYLiMtoW8OaJdx,spotify:track:4qNEi8zGIYLiMtoW8OaJdx,0.521,0.479,0.547,0.0,0.0728,-4.948,0.0275,146.147,0.238,33,251213,1
303,the story of us,reputation Stadium Tour Surprise Song Playlist,2017-11-09,38,2fF3QzbGCrtrDXIdWcg1mv,spotify:track:2fF3QzbGCrtrDXIdWcg1mv,0.00556,0.547,0.808,0.000304,0.0587,-3.63,0.0398,139.908,0.65,35,267653,1
304,forever & always,reputation Stadium Tour Surprise Song Playlist,2017-11-09,39,0QCS4NpURHvWdF1icdkfBw,spotify:track:0QCS4NpURHvWdF1icdkfBw,0.0806,0.607,0.829,0.0,0.207,-5.02,0.0588,128.057,0.52,33,226293,1
305,hey stephen,reputation Stadium Tour Surprise Song Playlist,2017-11-09,40,0TYJbIHBtmWy9ugtU9BcbE,spotify:track:0TYJbIHBtmWy9ugtU9BcbE,0.191,0.843,0.541,1.85e-06,0.108,-7.361,0.0318,116.001,0.838,32,256040,1
306,speak now,reputation Stadium Tour Surprise Song Playlist,2017-11-09,41,1XLc4irbX7oQSneh6gWv3O,spotify:track:1XLc4irbX7oQSneh6gWv3O,0.0991,0.712,0.603,0.0,0.102,-3.753,0.0304,118.986,0.714,36,243346,1
307,wonderland,reputation Stadium Tour Surprise Song Playlist,2017-11-09,42,0eTCaVOYLpJlSkbEi2jay4,spotify:track:0eTCaVOYLpJlSkbEi2jay4,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,42,245560,1
308,white horse,reputation Stadium Tour Surprise Song Playlist,2017-11-09,43,4RMfSYDFkcz0bKoK8fHDgR,spotify:track:4RMfSYDFkcz0bKoK8fHDgR,0.314,0.578,0.348,0.0,0.1,-8.066,0.0257,92.673,0.218,33,235400,1
309,i'm only me when i'm with you,reputation Stadium Tour Surprise Song Playlist,2017-11-09,44,6Py8IKZqDyU8aQVrjilbJw,spotify:track:6Py8IKZqDyU8aQVrjilbJw,0.00454,0.556,0.933,0.000469,0.101,-3.685,0.072,143.936,0.521,35,215600,1
310,starlight,reputation Stadium Tour Surprise Song Playlist,2017-11-09,45,7txpzmA69zyk50K3ZyZSzC,spotify:track:7txpzmA69zyk50K3ZyZSzC,0.0192,0.649,0.777,0.000487,0.234,-5.797,0.0391,126.014,0.616,33,220600,1
311,i know places,reputation Stadium Tour Surprise Song Playlist,2017-11-09,46,3qGLcmO0XnnrcpAQGZwTvA,spotify:track:3qGLcmO0XnnrcpAQGZwTvA,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,0.495,37,195706,1
313,blank space,1989 (Deluxe),2014-01-01,2,1u8c2t2Cy7UBoG4ArRcF5g,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,0.57,90,231826,57
314,style,1989 (Deluxe),2014-01-01,3,0ug5NqcwcFR2xrfTkc7k8e,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,0.487,90,231000,57
316,all you had to do was stay,1989 (Deluxe),2014-01-01,5,6aLOekfwbytwWvQftxTEF0,spotify:track:6aLOekfwbytwWvQftxTEF0,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,68,193293,1
317,shake it off,1989 (Deluxe),2014-01-01,6,0cqRj7pUJDkTCEsJkx8snD,spotify:track:0cqRj7pUJDkTCEsJkx8snD,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0.942,85,219200,57
318,i wish you would,1989 (Deluxe),2014-01-01,7,5gRYrtvyVyaCRvLt56OfuV,spotify:track:5gRYrtvyVyaCRvLt56OfuV,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,0.513,72,207440,1
319,bad blood,1989 (Deluxe),2014-01-01,8,2NlmmAjGYrrjAp0MED5rGx,spotify:track:2NlmmAjGYrrjAp0MED5rGx,0.0885,0.646,0.794,6.16e-06,0.201,-6.104,0.19,170.216,0.287,67,211933,57
324,clean,1989 (Deluxe),2014-01-01,13,1NmVZsG18CzCAtw7rnV3yA,spotify:track:1NmVZsG18CzCAtw7rnV3yA,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,72,271000,2
326,you are in love,1989 (Deluxe),2014-01-01,15,2KrOAg6FftbjgSKdd2a4rS,spotify:track:2KrOAg6FftbjgSKdd2a4rS,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,72,267106,1
327,new romantics,1989 (Deluxe),2014-01-01,16,0qAIiGFKLdV1xpNlEhjpq8,spotify:track:0qAIiGFKLdV1xpNlEhjpq8,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,78,230466,1
328,i know places - voice memo,1989 (Deluxe),2014-01-01,17,4FoV729rw7IhoKlMZW5K5V,spotify:track:4FoV729rw7IhoKlMZW5K5V,0.829,0.592,0.128,0.0,0.527,-17.932,0.589,78.828,0.15,0,216333,0
329,i wish you would - voice memo,1989 (Deluxe),2014-01-01,18,4eTXfpHxhxVofrBUjAhPMg,spotify:track:4eTXfpHxhxVofrBUjAhPMg,0.717,0.781,0.357,0.0,0.185,-16.394,0.912,118.317,0.645,0,107133,0
330,blank space - voice memo,1989 (Deluxe),2014-01-01,19,4e6QU4gpfZj9xxcK856RgG,spotify:track:4e6QU4gpfZj9xxcK856RgG,0.801,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,0,131186,0
350,i almost do,Red (Deluxe Edition),2012-10-22,7,1eyqSYBCTane4rl4vc6PWJ,spotify:track:1eyqSYBCTane4rl4vc6PWJ,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,0.233,49,244560,1
351,we are never ever getting back together,Red (Deluxe Edition),2012-10-22,8,6kISMRfweKSvgHR0urMQFG,spotify:track:6kISMRfweKSvgHR0urMQFG,0.00957,0.628,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,0.75,63,193146,57
352,stay stay stay,Red (Deluxe Edition),2012-10-22,9,0F2S1QlnMaOfmNHIgmES3k,spotify:track:0F2S1QlnMaOfmNHIgmES3k,0.307,0.729,0.748,1.29e-06,0.0962,-6.67,0.0245,99.981,0.928,49,205853,1
353,the last time,Red (Deluxe Edition),2012-10-22,10,2Tz4JnXZOcjcp8fWfMjBBk,spotify:track:2Tz4JnXZOcjcp8fWfMjBBk,0.035,0.505,0.443,3.15e-06,0.0906,-7.039,0.0276,94.069,0.123,51,299013,1
355,sad beautiful tragic,Red (Deluxe Edition),2012-10-22,12,70e9zuv2pJc7ON1OUAJ1zl,spotify:track:70e9zuv2pJc7ON1OUAJ1zl,0.632,0.624,0.34,0.0337,0.0805,-12.411,0.029,129.987,0.261,46,284866,1
357,everything has changed,Red (Deluxe Edition),2012-10-22,14,5PjfMmF06QtxTPZBZHdhoZ,spotify:track:5PjfMmF06QtxTPZBZHdhoZ,0.36,0.624,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,0.436,56,245413,1
360,the moment i knew,Red (Deluxe Edition),2012-10-22,17,4qTAwKJQ68gmnrnfPD3vlO,spotify:track:4qTAwKJQ68gmnrnfPD3vlO,0.187,0.619,0.506,1.47e-05,0.101,-7.327,0.0315,126.03,0.274,44,286613,1
362,girl at home,Red (Deluxe Edition),2012-10-22,19,6VFpuI0DDmbC5UyWZQ4IRY,spotify:track:6VFpuI0DDmbC5UyWZQ4IRY,0.272,0.733,0.59,0.0,0.134,-5.86,0.0284,125.048,0.633,43,220840,0
363,treacherous - original demo recording,Red (Deluxe Edition),2012-10-22,20,7skiELMb9SiQCcBpsExIJf,spotify:track:7skiELMb9SiQCcBpsExIJf,0.175,0.828,0.64,6.14e-05,0.0991,-8.248,0.0355,109.993,0.519,40,240266,0
364,red - original demo recording,Red (Deluxe Edition),2012-10-22,21,2OghnlGqZZsFzHjG0CSE9l,spotify:track:2OghnlGqZZsFzHjG0CSE9l,0.113,0.678,0.902,0.000235,0.0705,-4.659,0.0358,124.998,0.637,42,227080,0
365,state of grace - acoustic,Red (Deluxe Edition),2012-10-22,22,5mfDBWY7ncZFm7ykmFTG4i,spotify:track:5mfDBWY7ncZFm7ykmFTG4i,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,43,323080,0
366,sparks fly - live/2011,Speak Now World Tour Live,2010-10-25,1,1aBJNc2thaKyh5THWzIqHX,spotify:track:1aBJNc2thaKyh5THWzIqHX,0.00917,0.455,0.783,0.0,0.918,-5.184,0.0393,114.981,0.298,48,336826,0
367,mine - live/2011,Speak Now World Tour Live,2010-10-25,2,7yndkPYP6YQQLBpPsizDfh,spotify:track:7yndkPYP6YQQLBpPsizDfh,0.00233,0.496,0.852,0.0,0.554,-4.775,0.0373,120.969,0.442,46,259279,0
368,the story of us - live,Speak Now World Tour Live,2010-10-25,3,72GIZuUXo14oyrS0si3Rgc,spotify:track:72GIZuUXo14oyrS0si3Rgc,0.00048,0.419,0.908,0.0,0.815,-5.156,0.0651,139.813,0.472,47,290520,0
369,mean - live/2011,Speak Now World Tour Live,2010-10-25,4,7mFiEij8AXPUZB7aKLbUlQ,spotify:track:7mFiEij8AXPUZB7aKLbUlQ,0.154,0.429,0.915,0.0,0.693,-4.373,0.069,163.752,0.432,46,246373,0
370,ours - live/2011,Speak Now World Tour Live,2010-10-25,5,68QyrSzpnoU04AAhE5z8lj,spotify:track:68QyrSzpnoU04AAhE5z8lj,0.715,0.421,0.355,0.0,0.867,-10.21,0.0298,77.769,0.267,45,245973,0
371,back to december/apologize/you're not sorry - live/2011/medley,Speak Now World Tour Live,2010-10-25,6,1IsquhJFJ0qcFZI7FeAEuN,spotify:track:1IsquhJFJ0qcFZI7FeAEuN,0.155,0.374,0.516,0.0,0.795,-8.745,0.0294,142.057,0.171,53,362826,0
372,better than revenge - live/2011,Speak Now World Tour Live,2010-10-25,7,6505MLhnqTDDg4tjoUz2Wp,spotify:track:6505MLhnqTDDg4tjoUz2Wp,0.00306,0.445,0.887,2.67e-05,0.931,-5.629,0.0768,145.954,0.386,47,344573,0
373,speak now - live/2011,Speak Now World Tour Live,2010-10-25,8,3QFB14MOUf3imlyISNmrbT,spotify:track:3QFB14MOUf3imlyISNmrbT,0.0636,0.615,0.694,1.28e-06,0.83,-5.251,0.0318,118.876,0.373,46,248146,0
374,last kiss - live/2011,Speak Now World Tour Live,2010-10-25,9,6hH37tyeRdyan1mAppmVor,spotify:track:6hH37tyeRdyan1mAppmVor,0.205,0.427,0.395,8.73e-06,0.701,-12.551,0.0291,79.517,0.188,46,369066,0
375,drops of jupiter - live/2011,Speak Now World Tour Live,2010-10-25,10,0BSmbCIY36iw04azzJ3S0S,spotify:track:0BSmbCIY36iw04azzJ3S0S,0.806,0.374,0.504,0.0,0.76,-8.407,0.0392,109.025,0.27,52,315173,0
376,bette davis eyes - live/2011,Speak Now World Tour Live,2010-10-25,11,6KF9xd2hBLuexrmBX4vUWD,spotify:track:6KF9xd2hBLuexrmBX4vUWD,0.713,0.327,0.488,0.0,0.837,-9.287,0.0322,104.46,0.363,48,189146,0
377,i want you back - live/2011,Speak Now World Tour Live,2010-10-25,12,4KB3zBArZ1rHRExilzycaV,spotify:track:4KB3zBArZ1rHRExilzycaV,0.794,0.536,0.512,0.000122,0.497,-6.794,0.0341,97.397,0.249,48,83253,0
378,dear john - live/2011,Speak Now World Tour Live,2010-10-25,13,4DbI1rr4IQ2bc8nejy9ttd,spotify:track:4DbI1rr4IQ2bc8nejy9ttd,0.0157,0.521,0.386,0.0,0.884,-8.784,0.0301,119.518,0.138,47,404680,0
379,enchanted - live/2011,Speak Now World Tour Live,2010-10-25,14,3lm4L3pPL32PFy74dR17OR,spotify:track:3lm4L3pPL32PFy74dR17OR,0.0747,0.34,0.663,2.34e-06,0.563,-5.597,0.0331,163.678,0.214,48,389213,0
380,haunted - live/2011,Speak Now World Tour Live,2010-10-25,15,6znB7YZhMJT2B83zfbiyLq,spotify:track:6znB7YZhMJT2B83zfbiyLq,0.0245,0.338,0.818,0.0,0.889,-7.495,0.0496,162.157,0.177,47,292426,0
381,long live - live/2011,Speak Now World Tour Live,2010-10-25,16,5QkzyLUb4ggojNDp8G2OxX,spotify:track:5QkzyLUb4ggojNDp8G2OxX,0.0053,0.544,0.728,0.0,0.865,-5.838,0.0282,101.939,0.204,47,376466,0
382,mine - pop mix,Speak Now,2010-10-25,1,0GxW5K0qzrq7L1jwSY5OmY,spotify:track:0GxW5K0qzrq7L1jwSY5OmY,0.00461,0.696,0.768,1.21e-06,0.101,-3.863,0.0308,121.05,0.692,51,230546,0
384,back to december,Speak Now,2010-10-25,3,5l6GqSxplqnZbLg0LTPQeG,spotify:track:5l6GqSxplqnZbLg0LTPQeG,0.0202,0.517,0.606,0.0,0.324,-5.797,0.0289,141.929,0.296,70,293040,1
386,dear john,Speak Now,2010-10-25,5,3K2es3gElMRJ3qvmPW442g,spotify:track:3K2es3gElMRJ3qvmPW442g,0.183,0.583,0.468,1.65e-06,0.111,-5.378,0.0278,119.375,0.126,56,403933,1
391,better than revenge,Speak Now,2010-10-25,10,0PWgAyoxsjwGRuFSO0fyya,spotify:track:0PWgAyoxsjwGRuFSO0fyya,0.0167,0.519,0.917,2.06e-05,0.359,-3.185,0.0887,145.882,0.652,64,217173,0
392,innocent,Speak Now,2010-10-25,11,0mTgFzkDgSAF3nJY25XCXG,spotify:track:0mTgFzkDgSAF3nJY25XCXG,0.202,0.553,0.604,0.0,0.125,-5.295,0.0258,133.989,0.186,48,302266,0
394,last kiss,Speak Now,2010-10-25,13,4EUQXLipplO2v9mVaqQtjc,spotify:track:4EUQXLipplO2v9mVaqQtjc,0.581,0.359,0.329,3.75e-05,0.0979,-9.531,0.0293,84.358,0.208,57,367146,1
395,long live,Speak Now,2010-10-25,14,4ewAfHYpDTzpW1GKO44CVP,spotify:track:4ewAfHYpDTzpW1GKO44CVP,0.0426,0.412,0.682,7.47e-05,0.106,-4.319,0.0339,203.959,0.146,57,317960,18
411,if this was a movie,Speak Now (Deluxe Package),2010-01-01,16,5tSmAABuoOfR59lrtXdDqm,spotify:track:5tSmAABuoOfR59lrtXdDqm,0.154,0.515,0.724,4.05e-06,0.269,-3.498,0.0267,147.788,0.257,53,234546,1
412,superman,Speak Now (Deluxe Package),2010-01-01,17,6aJ0ipi4EPmu1aTbFeXZnw,spotify:track:6aJ0ipi4EPmu1aTbFeXZnw,0.0187,0.582,0.817,1.94e-06,0.101,-3.718,0.0337,131.983,0.547,47,276266,0
413,back to december - acoustic,Speak Now (Deluxe Package),2010-01-01,18,7k7BOXE4u6luKTwcLEAyrd,spotify:track:7k7BOXE4u6luKTwcLEAyrd,0.731,0.541,0.451,0.0,0.197,-6.522,0.027,141.713,0.333,56,292533,0
414,haunted - acoustic version,Speak Now (Deluxe Package),2010-01-01,19,6SdBf0ZsJZoKaH5zcDaz9X,spotify:track:6SdBf0ZsJZoKaH5zcDaz9X,0.841,0.574,0.462,0.0,0.28,-5.124,0.0252,80.858,0.314,49,217626,0
419,untouchable,Fearless (Platinum Edition),2008-11-11,2,6ovFJkdau79DuXEvQjPaNH,spotify:track:6ovFJkdau79DuXEvQjPaNH,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,0.288,48,311040,0
420,forever & always - piano version,Fearless (Platinum Edition),2008-11-11,3,13MAWVUSkbGMUi6I7RowRK,spotify:track:13MAWVUSkbGMUi6I7RowRK,0.852,0.592,0.16,0.0,0.116,-10.785,0.0347,118.929,0.294,46,267506,0
421,come in with the rain,Fearless (Platinum Edition),2008-11-11,4,0cEG04R5cldkTLzK6phlcn,spotify:track:0cEG04R5cldkTLzK6phlcn,0.0961,0.527,0.461,2.47e-06,0.24,-6.172,0.0256,143.94,0.23,44,238093,0
422,superstar,Fearless (Platinum Edition),2008-11-11,5,0XfTh16YcKPzdxMPTeKTAq,spotify:track:0XfTh16YcKPzdxMPTeKTAq,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,0.228,43,261453,0
423,the other side of the door,Fearless (Platinum Edition),2008-11-11,6,1yDJcXc549N6AabNBzFAku,spotify:track:1yDJcXc549N6AabNBzFAku,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,0.469,44,237600,1
426,love story,Fearless (Platinum Edition),2008-11-11,9,5hnJCRSo4pxRsaEwT9YusG,spotify:track:5hnJCRSo4pxRsaEwT9YusG,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,0.307,61,235280,57
429,you belong with me,Fearless (Platinum Edition),2008-11-11,12,4kgTdThcDHfuDS2kKxB7Lc,spotify:track:4kgTdThcDHfuDS2kKxB7Lc,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,0.445,61,231146,57
431,tell me why,Fearless (Platinum Edition),2008-11-11,14,4x7Gxk2GfwZJcqpoVT1PbR,spotify:track:4x7Gxk2GfwZJcqpoVT1PbR,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,0.513,46,200560,1
